compound_id	smiles
cpd07796	CCC(C)n1c(O)nc(C)c(Br)c1=O
cpd06382	CC(=O)O[C@@H]1[C@H]2[C@H](C[C@@H](C)[C@@H]3C=CC(=O)[C@]31C)OC(=O)[C@@H]2C
cpd23183	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H](C)C(O)=N[C@@H](C)C([O-])=N[C@H](CCC([O-])=N[C@@H](CCC[C@@H](N)C(=O)O)C(O)=N[C@@H](C)C([O-])=N[C@H](C)C(=O)O)C(=O)O)[C@H]1N=C(C)[O-]
cpd00915	O=C(O)C(=O)Cc1cc(I)c([O-])c(I)c1
cpd25257	CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
cpd25264	CCCCCCCCC/C=C/CC/C=C/[C@@H](O)[C@@H]([NH3+])CO
cpd09457	O.O.OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
cpd04524	C[NH2+]S(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
cpd01222	O=C1CCCO1
cpd00209	O=[N+]([O-])[O-]
cpd09594	CCOc1c2ccoc2c(OCC)c2oc(=O)ccc12
cpd19767	Cc1nn(C)c(Cl)c1C(O)=Nc1cccc2c1C(C)OC2(C)C
cpd04377	Oc1cc(O)c(Cl)cc1O
cpd25292	CCCCCCCCCCCCCCCCCCCCCC(O)C(O)=NC(CO)C(O)C(O)CCCCCCCCCCCCCC
cpd04623	O=C([O-])c1ccncc1
cpd00397	O=C(CO)[C@@H](O)[C@@H](O)CO
cpd04261	C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
cpd08339	Nc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](O)[C@H]1O
cpd27656	N=C([O-])C1=CN([C@@H]2O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]2O)C=CC1
cpd19125	CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C.[Br-]
cpd25874	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cccc(O)c1O
cpd00628	N#C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1
cpd08607	Cc1nc[nH]c1CSCCN=c1nc(O)c(Cc2ccc3c(c2)OCO3)c[nH]1
cpd04555	CCCCCCCC/C=C\[C@H](O)[C@H](O)CCCCCC(=O)[O-]
cpd19781	COCCOC(=O)C(C#N)(C(=O)c1ccccc1C(F)(F)F)c1ccc(C(C)(C)C)cc1
cpd03311	COc1cc(CC=O)ccc1O
cpd17371	CC(C)[C@@H]1CC[C@H](C)CC1=O
cpd23898	N[C@H]1[C@@H](O)O[C@H](COP(=O)([O-])O)[C@@H](O)[C@@H]1O
cpd22693	CCS
cpd08137	Cc1ncc(CN=C([O-])N(CCCl)N=O)c(=N)[nH]1.Cl
cpd02370	N[C@H]1C(OP(=O)([O-])O)O[C@H](CO)[C@H](O)[C@@H]1O
cpd05135	CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
cpd03817	N=C([O-])NCNC(=O)O
cpd19410	Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br
cpd04305	CC[C@@H](CO)NCC[NH2+][C@@H](CC)CO
cpd06223	CC[C@H]1CN2CCc3c(cc(OC)c(OC)c3O)[C@@H]2C[C@@H]1C[C@H]1[NH2+]CCC2=C1[NH2+]c1ccccc12
cpd07999	CN=C(O)N=C([O-])C(=O)O
cpd02053	CC(=O)C(N)C(=O)O
cpd21065	O=C1CO[C@H](CO)C=C1O
cpd24851	CCCCCCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCC
cpd19443	CC[C@@H](O)/C=C/C=C\C/C=C\C/C=C\C=C\[C@@H](O)CCCC(=O)[O-]
cpd17605	O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-].O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-].[Ca+2]
cpd00323	O=C(O)[C@@H]1CCCCN1
cpd23828	COc1cc(/C=C/C(O)=C/C(=O)CCc2ccc(O)c(OC)c2)ccc1O
cpd10364	COc1ccc(CCc2ccccc2)cc1
cpd17616	C=C1Cc2occ(C)c2C(=O)[C@]2(O)[C@@H](C)CC[C@@H]12
cpd28133	Nc1ncnc2c(C3OC(CSCCC(N)C(=O)O)C(O)C3O)[nH]nc12
cpd07527	CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(C)[nH]c2ccccc2c1=O
cpd24576	CC(C)=CCC(C)c1ncnc2[nH]cnc12
cpd02004	O=C([O-])[C@@H]1OC(O)[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@@H]1O
cpd01207	CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc([O-])cc(O)c3c2=O)C(O)C(O)C1O
cpd06596	CC1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C=C(C=O)[C@]2(O)C=O
cpd19916	Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-]
cpd17429	[O-]c1ccc(CC(S)=NO)cc1
cpd23496	C/C=C\C=C\C/C=C\CCCCCCCc1cccc(O)c1O
cpd10092	O=C(OCc1ccccc1)c1ccc(O)cc1
cpd20839	COc1cc2c(c3oc(=O)c4c(c13)[C@@H](O)CC4=O)[C@@H]1C=CO[C@@H]1O2
cpd10953	COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C[C@@H](C)C[C@@H]12
cpd20960	O=C([O-])[C@H](Cc1ccccc1)NO
cpd07851	C[N+](C)([O-])CCCN1c2ccccc2Sc2ccc(Cl)cc21
cpd04308	ClC1C=CC(Cl)C(Cl)C1Cl
cpd00910	OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
cpd06144	C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1Cc1nccc2c1[nH]c1ccccc12
cpd11275	O=[N+]([O-])c1ccc(Cl)c(C(O)=Nc2ccccc2)c1
cpd25577	CC(=O)/C(=C\C=C(\[O-])C(=O)O)[N+](=O)[O-]
cpd05362	CCCC#CC#C/C=C/C(=O)OC
cpd17735	[NH3+]CCCN(CCCC[NH2+]CCCN=C(O)CCc1ccc(O)c(O)c1)C(=O)CCc1ccc(O)c(O)c1
cpd15173	CC(C)=CC(O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd10877	CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
cpd05942	COC(=O)C1=CO[C@@H](C)[C@@H]2Cn3ccc4c5cc(OC)c(OC)cc5[nH+]c-4c3C[C-]12
cpd08194	CC(=O)O[C@H]1CC2CCC1(C)C2(C)C
cpd02221	C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C[NH3+])CC[C@H]3N=C(C)O)[C@@H]([NH3+])C[C@H]2[NH3+])OC[C@]1(C)O
cpd17596	CO[C@]1(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C
cpd23669	CCC(=O)CC(=O)CC
cpd14910	O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2ccc3c(=O)c(-c4ccc([O-])cc4)coc3c2)[C@H](O)[C@@H](O)[C@@H]1O
cpd17592	C[C@@H]1CC[C@@H](c2ccoc2)[NH2+][C@H]1CCC(C)(C)O
cpd23179	CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)([O-])[O-]
cpd13083	O=[N+]([O-])c1ccc2c(c1)C(c1ccccc1)=NCC(O)=N2
cpd24905	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC
cpd05762	C[C@@H]1C[C@@H](O)[C@]2(O)O[C@@H]3C[C@]4(C)[C@H]5[C@H](O)C(=O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@]56O[C@H]6C[C@H]4C[C@H]3O[C@@H]2O1
cpd10119	COP(=S)(OC)Oc1ccc(SC)c(C)c1
cpd19820	Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl
cpd26259	Nc1ncnc2c(C3OC(COP(=O)([O-])[O-])C(O)C3O)[nH]nc12
cpd03240	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CCC(=O)C[C@@H]1C[C@H]3O
cpd17538	CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccc([O-])cc3)C(=O)N2[C@H]1C(=O)O
cpd03255	C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12
cpd07208	C/C=C(/C)C(=O)O[C@H]1CC[NH+]2CC=C(COC(=O)[C@](O)([C@H](C)O)C(C)(C)O)[C@H]12
cpd05032	CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl
cpd08938	CC(/C=C/C(O)C/C=C/C=C(\C)C(O)=N[C@@H](C)CO)=C\[C@@H](C)[C@@H](O)/C(C)=C/C(C)C
cpd23364	O=C([O-])C(=O)C[C@H](O)[C@@H](O)CO
cpd08308	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC(C)(C)[C@@H](N)[C@@H](O)[C@H]3O)O2)c(=O)nc1[O-]
cpd23637	CC(C)=CCC[C@@H](C)C1CC[C@@]2(C)C3CC[C@@H]4C5(CC[C@H](O)[C@@]4(C)CO)CC35CC[C@]12C
cpd02968	CC([O-])=N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc([O-])nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(O)=N[C@@H](C)C(O)=N[C@H](CCC([O-])=N[C@@H](CCC[C@@H](N)C(=O)O)C(O)=N[C@H](C)C([O-])=N[C@H](C)C(=O)O)C(=O)O
cpd07581	CC(C)=CCC1=C([O-])[C@](O)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1[O-]
cpd00503	O=P([O-])([O-])OC[C@H]1O[C@@](CO)(OP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
cpd06427	CC(=O)O[C@@]1(C)C[C@H](OC(=O)C(C)C)[C@@H]2[C@@H](OC(=O)[C@@]2(C)OC(C)=O)[C@@H]2C(C)=CC[C@H]21
cpd07418	C=C(C)C1Cc2c(cc(O)c3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
cpd21188	O=C([O-])C[C@@H]1[C@@H](C(=O)O)NC[C@@H]1c1ccc(C(=O)O)nc1[O-]
cpd14890	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd10789	CC(=O)Oc1ccc2c(c1)oc(=O)c1c3ccc(OC(C)=O)cc3oc21
cpd04282	Cc1onc(-c2c(Cl)cccc2Cl)c1C([O-])=N[C@@H]1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O
cpd03887	C[C@H]1O[C@H](O)[C@H](O)C[C@H]1O
cpd21435	CN(C)c1ccc([NH+]=c2c3ccc([NH+]=C(O)CCN4CCCC4)cc3[nH]c3cc([NH+]=C(O)CCN4CCCC4)ccc23)cc1
cpd11403	C=C1C[C@](OC)([C@H](O)C(O)=N[C@H]2OCO[C@H]3[C@@H]2O[C@H](C[C@H](O)CCC/C=C/C=C/C=C/C(O)=NC(CCCNC(=N)N)C(=O)O)C(C)(C)[C@@H]3OC)O[C@H](C)[C@@H]1C
cpd23718	N=c1nc(O)c2c(C(=O)O)cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
cpd26588	CCCCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)[C@H](O)CCCCCCCCCCCCCCCC1CC1C(C)CCCCCCCCCCCCCCCC(OC)C(C)CCCCCCCCCCCCCCCCCC
cpd05111	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
cpd24147	CSCCCCCC[C@H](NO)C(=O)[O-]
cpd06387	C=C1C(=O)O[C@H]2C/C(C)=C/CC/C(C)=C/[C@@H](OC(C)=O)[C-]12
cpd15093	CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd04667	N=C(O)N1c2ccccc2C2OC2c2ccccc21
cpd20315	F[As-](F)(F)(F)(F)F.[K+]
cpd09157	C[C@H]1O[C@@H](c2ccc3c(c2O)C(=O)c2ccc4c(c2C3=O)C(=O)C[C@](C)(O)C4)C[C@@H](O)[C@@H]1O
cpd09410	C/C(=C\CC1=CC(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C
cpd00502	N=CN1c2c([O-])nc(=N)[nH]c2NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc1
cpd23910	N=C([S-])S
cpd19829	N.O=C([O-])CNCP(=O)(O)O
cpd00386	O=C([O-])C[C@@H](O)C(=O)[O-]
cpd09089	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@H](N)C(=O)[C@@H](C)O3)O2)c(=O)nc1[O-]
cpd21440	Cc1c(O)c(C=O)c(O)c(C(=O)CC(C)C)c1O
cpd02205	CCOC(=O)C[C@@H](C)O
cpd09510	C[N+](C)(C)Cc1ccc(N2C(=O)C=CC2=O)cc1.[I-]
cpd20916	CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4CCCC[C@]4(C)[C@H]3CC[C@@]21C
cpd00192	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])O)[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)/C=C/c1ccc([O-])cc1
cpd17825	CCC1(C2=CCCCCC2)C(O)=NC(=O)N=C1O
cpd08635	CCCC(O)=N[C@H]1CCOC1=O
cpd08240	CC(C)=CCC[C@H](C)CCO
cpd27626	C[NH+]1C(=[NH2+])C=C[N-]C1=O
cpd03801	CCCOC(=O)/C=C/c1ccccc1
cpd00263	Cc1ncc(CO)c(CO)c1O
cpd20780	Oc1ccc2ccccc2c1/N=N/c1ccccc1
cpd10139	C1COCCO1
cpd21097	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@H]2O)[C@H](O)[C@H]1O
cpd19066	Cc1ccc(C)c(OCCCC(C)(C)C(=O)[O-])c1
cpd04197	COc1ccc(CCN2CCC([NH+]=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
cpd05162	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
cpd01996	CC(C)OP(=O)([O-])OC(C)C
cpd10950	C[C@@H]1C[C@H]2C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
cpd05919	CC1=C[C@@H]2c3cccc4c3C(=C[NH2+]4)C[C@H]2N(C)C1
cpd19502	Clc1ccc(Cl)c(Cl)c1Cl
cpd20442	C=CBr
cpd06318	COc1cc2c(cc1OC)[C@]13C[C@@H](OC)C=CC1=CC[NH+]3CC2
cpd11088	C=C(Cl)CSc1ncnc2[nH]cnc12
cpd18065	O=c1ccc2c([O-])cc3occc3c2o1
cpd00178	CC(C)=O
cpd23266	NC(Cc1cc2[c-](c(=O)c1[O-])NC(C(=O)O)CC2C(=O)O)C(=O)O
cpd01646	CC(C)C(O)(CC(=O)[O-])C(=O)[O-]
cpd10250	CC/C(=C(/CC)c1ccc(OC)cc1)c1ccc(O)cc1
cpd10163	CCCCc1ccc(O)cc1
cpd08964	COc1cc2c(cc1OC)[C@@H]1[C@H](O)[C@@H](OC)[C@H](O)C3=CC[NH+](C2)[C@H]31
cpd07942	Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2
cpd02731	O=C([O-])CCC(=O)/C=C/C=C(\[O-])C(=O)O
cpd20976	C/C(C=O)=C\C=C\C(C)=C\C=O
cpd16371	O=C([O-])CCOP(=O)(NCCCl)NCCCl
cpd00151	Cc1cnc(O)nc1O
cpd24167	C[C@H](CC[NH3+])[C@@H](N)C(=O)O
cpd04903	C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1
cpd01766	C[NH2+]CCCC[NH3+]
cpd01580	CC1C(O)=Nc2ccccc21
cpd25252	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCCC)COC1OC(CO)C(O)C(O)C1O
cpd02119	O=C([O-])C(COP(=O)([O-])[O-])OP(=O)([O-])[O-]
cpd24607	OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@@H]1O
cpd08922	COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1[O-]
cpd03539	O=C([O-])CCCC/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)[O-]
cpd24202	CCCC(=O)/C=C\C=C(/[O-])C(=O)O
cpd10074	Oc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1
cpd26465	CC1=C(C)C(=O)c2ccccc2C1=O
cpd20049	CC(Cc1ccc(C(C)(C)C)cc1)C[NH+]1CC(C)OC(C)C1
cpd24250	C=CCCCCCCCCCCC/C=C/CCCC
cpd10940	CC1(C(=O)O)CC1(C)C([O-])=Nc1cc(Cl)cc(Cl)c1
cpd19932	CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C
cpd24199	[NH3+]C[C@H]1O[C@H](O[C@@H]2[C@@H]([NH3+])C[C@@H]([NH3+])[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd15039	CC/C=C\C/C=C\CC=O
cpd05349	C[C@@H]1N=C(O)[C@H](C[C@@](C)(O)CO)N=C(O)[C@@H]2Cc3c([nH]c4ccccc34)SC[C@H](N=C(O)[C@@H]([C@H](C)O)N=C1O)C(=O)N1C[C@@H](O)C[C@H]1C(O)=N[C@@H](C)C(O)=N2
cpd20520	Cc1c[nH+]c[nH]1
cpd11739	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])O[C@@H]2[C@@H](COP(=O)([O-])O[C@@H]3[C@@H](CO)O[C@@H](n4cnc5c(N)ncnc54)[C@@H]3O)O[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O)[C@@H](O)[C@H]1O
cpd06953	CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3c(O)ccc(O)c3c(=O)c2c1O
cpd06576	CC1=C[C@H]2[C@@H](CC1)[C@](C)(O)CCCC2(C)C
cpd09030	COc1cccc(I)c1O
cpd07042	CCC(O)C[C@H]1C=CC[C@@H](CC(=O)c2ccccc2)[NH+]1C
cpd01533	O=C1CCc2ccccc2O1
cpd07533	COc1cccc2c(=O)c3c(n(C)c12)O[C@@H](C(C)(C)O)C3
cpd20782	Oc1ccc2ccccc2c1/N=N/c1ccc(/N=N/c2ccccc2)cc1
cpd11029	C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
cpd03600	NC(Cc1cc(C(=O)O)oc(=O)c1)C(=O)[O-]
cpd20896	CC1=C(CC[C@@H](C)CO)O[C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12
cpd26280	CCCC(=O)OCC[N+](C)(C)C
cpd00270	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)/C=C/c1ccc([O-])c([O-])c1
cpd04702	CCCN1CCCC[C@H]1C(O)=[NH+]c1c(C)cccc1C
cpd04279	COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)[NH+](C)CC3
cpd07250	COC(=O)C[C@](O)(Cc1ccccc1)C(=O)OC[C@H]1CC[NH+]2CCC[C@@H]12
cpd03975	N=C(O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N=C([O-])CCC[C@@H](N)C(=O)O)[C@H]2SC1
cpd05618	C[NH+]1CC2CC3=C(CC[C@@]45CC6[C@@H](C=C34)[C@]63CC[C@@]4(C[C@]67CC[C@@H]8[C@@]9(C)CCC[C@]8%10C(C6C[C@H]4C[C@H]7%10)[NH+](C)C9)O[C@H]35)[C@@](C)(C2)C1
cpd00533	N=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])O)O2)c([O-])n1
cpd06287	C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C(=O)C=C(CO)[C@@H]12
cpd03113	CCCCCCCCCCCCC[C@H](O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd06722	COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1
cpd26581	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd17646	O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(Oc4c(C(=O)O)cc(O)c(O)c4O)c(O)c3O)C(=O)O[C@H]([C@H]1O)[C@@H]2O)c1cc([O-])c(O)c([O-])c1
cpd04393	CCC(=O)/C=C\C=C(\[O-])C(=O)O
cpd01421	C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
cpd16580	CC(=O)O[C@H]1C[C@H](C)CC[C@H]1C(C)C
cpd25501	OC(/C=C/c1ccccc1)=NCCc1ccc(O)cc1
cpd11047	C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@H]4CCCC[C@]34C)[C@@H]1CC[C@@H]2[NH3+]
cpd10324	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
cpd03547	CCCCC[C@H](O)C/C=C1/C(=O)C=C[C@@H]1C/C=C\CCCC(=O)[O-]
cpd22436	O=C([O-])CBr
cpd10164	CCCCCCc1ccc(O)cc1
cpd09002	COc1cc2ccc3c(c2cc1OC)N(C)[C@@H](CC(=O)[O-])c1c-3ccc(OC)c1OC
cpd25734	O=C([O-])Cc1cn(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc12
cpd17196	C=C1CCC[C@]2(C)Cc3occ(C)c3C[C@@H]12
cpd25363	CC(C)CCCC(C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](CO)C1CC3
cpd07831	COC(=O)c1ccccc1S(=O)(=O)N=C([O-])N=c1nc(C)nc(OC)[nH]1
cpd01602	N=C(N)NCCS(=O)O
cpd16434	OC1=NCC(F)C(O)=N1
cpd26614	CCCCCCCCCCCCCC(=N)O
cpd25715	[NH3+]c1c([O-])cccc1C(=O)[O-]
cpd19353	O=C(NCCc1ccc(O)cc1)C1=Cc2cc(O)c(O)cc2[C@H](c2ccc(O)c(O)c2)[C@H]1C(O)=NCCc1ccc(O)cc1
cpd20949	CO[C@@H]1[C@@H](CO)O[C@@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(O)=NC4=O)[C@H](O)[C@H]1O
cpd19759	CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1
cpd25125	CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC
cpd01449	C=CC1=C(C)C2=CC3=NC(=c4c5c(c([O-])[c-]4C(=O)OC)C(C)=C(C=c4[n-]c(c(C)c4CC)=CC1=N2)N=5)[C@@H](CCC(=O)[O-])[C@@H]3C.[Mg+2]
cpd00811	C[N+](C)(C)[O-]
